,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
0,1987,0,ATL,1610612737,"JOHN BATTLE, ANTOINE CARR, SCOTT HASTINGS, JON KONCAK, CLIFF LEVINGSTON, MIKE MCGEE, DOC RIVERS, TREE ROLLINS, SPUD WEBB, ENNIS WHATLEY, DOMINIQUE WILKINS, KEVIN WILLIS, RANDY WITTMAN",13,19527.0,3405,7023,6.293,76.0,263.0,2.441,1853,2410,9.644,1208.0,2338.0,3546,2040,627.0,529.0,1193.0,2025,8739,273.4,47.0,97.9,6.293,1.4,4.9,2.441,25.3,33.5,9.644,16.8,33.800000000000004,50.5,27.6,9.1,7.1,17.0,28.4,120.8
1,1987,0,BOS,1610612738,"MARK ACRES, DANNY AINGE, LARRY BIRD, DARREN DAYE, CONNER HENRY, DENNIS JOHNSON, GREG KITE, REGGIE LEWIS, BRAD LOHAUS, KEVIN MCHALE, ROBERT PARISH, FRED ROBERTS, JERRY SICHTING",13,17853.0,3364,6440,6.468,266.0,681.0,1.946,1717,2116,9.517,847.0,2273.0,3120,2197,543.0,390.0,1143.0,1559,8711,270.6,49.9,95.89999999999999,6.468,3.7,9.6,1.946,25.3,31.799999999999997,9.517,12.9,33.5,46.6,32.6,8.0,6.1,17.6,24.7,128.5
2,1987,0,CHI,1610612741,"MIKE BROWN, DAVE CORZINE, ARTIS GILMORE, HORACE GRANT, MICHAEL JORDAN, CHARLES OAKLEY, JOHN PAXSON, SCOTTIE PIPPEN, BRAD SELLERS, SEDALE THREATT, ELSTON TURNER, GRANVILLE WAITERS, TONY WHITE",13,17910.0,3184,6432,5.453,51.0,223.0,1.257,1562,2081,7.416,1138.0,2318.0,3456,1743,641.0,460.0,1100.0,1695,7981,253.5,43.0,88.1,5.453,0.6,2.8,1.257,20.5,27.8,7.416,15.9,32.0,47.9,23.3,8.9,6.7,16.0,25.1,107.39999999999999
3,1987,0,CLE,1610612739,"KENT BENSON, TYRONE CORBIN, DELL CURRY, BRAD DAUGHERTY, CHRIS DUDLEY, CRAIG EHLO, RON HARPER, PHIL HUBBARD, KANNARD JOHNSON, KEVIN JOHNSON, MARK PRICE, JOHNNY ROGERS, MARK WEST, HOT ROD WILLIAMS",14,18437.0,3080,6314,7.13,127.0,335.0,1.548,1671,2262,9.318999999999999,928.0,2112.0,3040,1958,702.0,458.0,1330.0,1686,7958,279.8,46.2,93.7,7.13,1.7000000000000002,4.6,1.548,24.7,34.1,9.318999999999999,13.7,31.6,45.3,28.0,11.2,7.5,21.2,26.9,118.3
4,1987,0,DAL,1610612742,"MARK AGUIRRE, STEVE ALFORD, UWE BLAB, ROLANDO BLACKMAN, BRAD DAVIS, JAMES DONALDSON, JIM FARMER, DEREK HARPER, SAM PERKINS, DETLEF SCHREMPF, ROY TARPLEY, BILL WENNINGTON",12,19755.0,3413,7191,5.58,154.0,526.0,1.968,1980,2510,9.522,1341.0,2495.0,3836,1984,645.0,446.0,1232.0,1734,8960,264.59999999999997,45.699999999999996,96.6,5.58,2.0,7.1000000000000005,1.968,26.400000000000002,33.1,9.522,17.6,32.9,50.5,26.3,8.8,5.9,16.6,23.9,119.6
5,1987,0,DEN,1610612743,"MICHAEL ADAMS, MICHAEL BROOKS, WAYNE COOPER, T.R. DUNN, ALEX ENGLISH, MIKE EVANS, BILL HANZLIK, LAFAYETTE LEVER, MO MARTIN, ANDRE MOORE, CALVIN NATT, BLAIR RASMUSSEN, DAN SCHAYES, OTIS SMITH, JAY VINCENT, BRAD WRIGHT",16,19780.0,3770,7961,6.799,192.0,562.0,1.662,1841,2289,11.697,1163.0,2442.0,3605,2300,832.0,401.0,1164.0,1982,9573,300.8,56.9,124.0,6.799,2.4,7.5,1.662,27.5,34.6,11.697,19.3,37.6,56.9,32.7,11.8,6.6,19.1,32.7,143.7
6,1987,0,DET,1610612765,"WILLIAM BEDFORD, ADRIAN DANTLEY, JOE DUMARS, VINNIE JOHNSON, BILL LAIMBEER, RALPH LEWIS, RICK MAHORN, RON MOORE, CHUCK NEVITT, DENNIS RODMAN, WALKER RUSSELL, JOHN SALLEY, ISIAH THOMAS",13,19445.0,3412,6915,5.473,58.0,202.0,1.855,1930,2548,8.169,1159.0,2427.0,3586,2005,586.0,388.0,1306.0,1896,8812,260.8,44.9,93.2,5.473,0.8,3.4,1.855,26.0,34.5,8.169,15.6,32.5,48.0,26.4,7.8,5.3,17.6,26.5,116.69999999999999
7,1987,0,GOS,1610612744,"JOE BARRY CARROLL, DAVE FEITL, SLEEPY FLOYD, TELLIS FRANK, WINSTON GARLAND, KEVIN HENDERSON, ROD HIGGINS, BEN MCDONALD, DIRK MINNIEFIELD, CHRIS MULLIN, LARRY SMITH, TERRY TEAGLE, MARK WADE, CHRIS WASHBURN, KERMIT WASHINGTON, JEROME WHITEHEAD",16,15510.0,2632,5648,7.049,78.0,254.0,1.789,1356,1695,11.831,842.0,1743.0,2585,1627,557.0,178.0,1053.0,1716,6698,352.8,58.1,128.4,7.049,1.4,5.6000000000000005,1.789,31.7,40.6,11.831,20.8,40.9,61.599999999999994,41.1,13.6,5.3,27.0,39.5,149.1
8,1987,0,HOU,1610612745,"RICHARD ANDERSON, LESTER CONNER, WORLD FREE, STEVE HARRIS, BUCK JOHNSON, ALLEN LEAVELL, CEDRIC MAXWELL, RODNEY MCCRAY, HAKEEM OLAJUWON, JIM PETERSEN, ROBERT REID, RALPH SAMPSON, PURVIS SHORT, ANDRE TURNER",14,16250.0,2854,5971,6.356,56.0,238.0,2.233,1638,2117,11.024000000000001,1078.0,2090.0,3168,1476,607.0,411.0,1066.0,1572,7402,269.8,46.6,100.2,6.356,1.3,5.2,2.233,26.1,33.7,11.024000000000001,18.4,33.5,51.9,24.0,9.9,6.9,18.2,25.9,120.4
9,1987,0,IND,1610612754,"RON ANDERSON, GREG DREILING, VERN FLEMING, STUART GRAY, JOHN LONG, REGGIE MILLER, CHUCK PERSON, BRIAN ROWSOM, SCOTT SKILES, STEVE STIPANOVICH, WAYMAN TISDALE, CLINTON WHEELER, HERB WILLIAMS",13,19705.0,3436,7154,5.693,163.0,485.0,1.63,1546,1982,10.138,1078.0,2457.0,3535,1977,619.0,345.0,1296.0,2038,8581,264.1,44.6,94.9,5.693,1.9,6.2,1.63,22.1,28.2,10.138,14.3,33.3,47.8,27.1,8.3,4.5,18.1,28.4,113.7
