,PLAYER_ID,PLAYER_FULLNAME,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG,TS%,eFG%,PER,WS
0,76001,ALAA ABDELNABY,1991,0,1610612757,POR,24.0,71,1.0,934.0,178,361,0.493,0.0,0.0,0.0,76,101,0.752,81,179,260,30,25,16,66.0,132,432,13.2,2.5,5.1,0.493,0.0,0.0,0.0,1.1,1.4,0.752,1.1,2.5,3.7,0.4,0.4,0.2,0.9,1.9,6.1,0.5327545382794001,0.4930747922437673,0.702355460385439,0.0022218037287766003
1,51,MAHMOUD ABDUL-RAUF,1991,0,1610612743,DEN,23.0,81,11.0,1538.0,356,845,0.421,31.0,94.0,0.33,94,108,0.87,22,92,114,192,44,4,117.0,130,837,19.0,4.4,10.4,0.421,0.4,1.2,0.33,1.2,1.3,0.87,0.3,1.1,1.4,2.4,0.5,0.0,1.4,1.6,10.3,0.46889705552816746,0.4396449704142012,0.6671001300390117,0.007990310820338726
2,76009,MARK ACRES,1991,0,1610612753,ORL,29.0,68,6.0,926.0,78,151,0.517,1.0,3.0,0.333,51,67,0.761,97,155,252,22,25,15,33.0,140,208,13.6,1.1,2.2,0.517,0.0,0.0,0.333,0.8,1.0,0.761,1.4,2.3,3.7,0.3,0.4,0.2,0.5,2.1,3.1,0.5762411347517731,0.5198675496688742,0.48488120950323976,0.001250435378190677
3,149,MICHAEL ADAMS,1991,0,1610612764,WAS,29.0,78,78.0,2795.0,485,1233,0.393,125.0,386.0,0.324,313,360,0.869,58,252,310,594,145,9,212.0,162,1408,35.8,6.2,15.8,0.393,1.6,4.9,0.324,4.0,4.6,0.869,0.7,3.2,4.0,7.6,1.9,0.1,2.7,2.1,18.1,0.5059652148914762,0.4440389294403893,0.7513416815742398,0.023664263264928823
4,912,RAFAEL ADDISON,1991,0,1610612751,NJN,27.0,76,8.0,1175.0,187,432,0.433,14.0,49.0,0.286,56,76,0.737,65,100,165,68,28,28,46.0,109,444,15.5,2.5,5.7,0.433,0.2,0.6,0.286,0.7,1.0,0.737,0.9,1.3,2.2,0.9,0.4,0.4,0.6,1.4,5.8,0.47696803025094536,0.44907407407407407,0.5370212765957447,0.0030523233873733626
5,76016,MARK AGUIRRE,1991,0,1610612765,DET,32.0,75,12.0,1582.0,339,787,0.431,15.0,71.0,0.211,158,230,0.687,67,169,236,126,51,11,105.0,171,851,21.1,4.5,10.5,0.431,0.2,0.9,0.211,2.1,3.1,0.687,0.9,2.3,3.1,1.7,0.7,0.1,1.4,2.3,11.3,0.47905877054717405,0.44027954256670904,0.7003792667509482,0.00844069760430075
6,76017,DANNY AINGE,1991,0,1610612757,POR,33.0,81,6.0,1595.0,299,676,0.442,78.0,230.0,0.339,108,131,0.824,40,108,148,202,73,13,70.0,148,784,19.7,3.7,8.3,0.442,1.0,2.8,0.339,1.3,1.6,0.824,0.5,1.3,1.8,2.5,0.9,0.2,0.9,1.8,9.7,0.5343220107954856,0.5,0.6670846394984326,0.006885758998435054
7,2349,VICTOR ALEXANDER,1991,0,1610612744,GOS,22.0,80,28.0,1350.0,243,459,0.529,0.0,1.0,0.0,103,149,0.691,106,230,336,32,45,62,91.0,176,589,16.9,3.0,5.7,0.529,0.0,0.0,0.0,1.3,1.9,0.691,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4,0.561422906817142,0.5294117647058824,0.6414814814814814,0.004176377341436204
8,246,GREG ANDERSON,1991,0,1610612743,DEN,28.0,82,82.0,2793.0,389,854,0.456,0.0,4.0,0.0,167,268,0.623,337,604,941,78,88,65,201.0,263,945,34.1,4.7,10.4,0.456,0.0,0.0,0.0,2.0,3.3,0.623,4.1,7.4,11.5,1.0,1.1,0.8,2.5,3.2,11.5,0.4861511235492633,0.45550351288056207,0.6312209094163982,0.016382667776379298
9,72,KENNY ANDERSON,1991,0,1610612751,NJN,21.0,64,13.0,1086.0,187,480,0.39,3.0,13.0,0.231,73,98,0.745,38,89,127,203,67,9,97.0,68,450,17.0,2.9,7.5,0.39,0.0,0.2,0.231,1.1,1.5,0.745,0.6,1.4,2.0,3.2,1.0,0.1,1.5,1.1,7.0,0.43011163786511697,0.3927083333333333,0.6289134438305709,0.0028592494525768873
